number,name,category,asterisk2,asterisk3,biggerlinks,smallerlinks,fronttext,backtext,frontimage,backimage
"140","PRIVATE TERRACE ON THE STREET","BUILDINGS","/100%","/100%","51, 100, 111, 129, 142","163, 169, 173, 193, 243","The relationship of a house to a street is often confused: either the house opens entirely to the street and there is no privacy; or the house turns its back on the street, and communion with street life is lost.","Let the common rooms open onto a wide terrace or a porch which looks into the street. Raise the terrace slightly above street level and protect it with a low wall, which you can see over if you sit near it, but which prevents people on the street from looking into the common rooms.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//140/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//140/back.gif"
"141","A ROOM OF ONE","BUILDINGS","/80%","/80%","75, 76, 77, 127, 129","129, 154, 155, 157, 159, 179, 183, 188, 189, 191, 253","No one can be close to others, without also having frequent opportunities to be alone.","Give each member of the family a room of his own, especially adults. A minimum room of one's own is an alcove with desk, shelves, and curtain. The maximum is a cottage - like a Teenager's Cottage (154), or an Old Age Cottage (155). In all cases, especially the adult ones, place these rooms at the far ends of the intimacy gradient - far from the common rooms.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//141/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//141/back.gif"
"142","SEQUENCE OF SITTING SPACES","BUILDINGS","/100%","/80%","127","129, 129, 130, 134, 136, 139, 140, 141, 146, 150, 152, 180, 181, 185, 191, 241","Every corner of a building is a potential sitting space. But each sitting space has different needs for comfort and enclosure according to its position in the intimacy gradient.","Put in a sequence of graded sitting spaces throughout the building, varying according to their degree of enclosure. Enclose the most formal ones entirely, in rooms by themselves; put the least formal ones in corners of other rooms, without any kind of screen around them; and place the intermediate one with a partial enclosure round them to keep them connected to some larger space, but also partly separate.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//142/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//142/back.gif"
"143","BED CLUSTER","BUILDINGS","/100%","/80%","136, 137, 138","137, 159, 186, 188, 189, 191, 198, 203","Every child in the family needs a private place, generally centered around the bed. But in many cultures, perhaps all cultures, young children feel isolated if they sleep alone, if their sleeping area is too private.","Place the children's beds in alcoves or small alcove-like rooms, around a common playspace. Make each alcove large enough to contain a table, or chair, or shelves - at least some floor area, where each child has his own things. Give the alcoves curtains looking into the common space, but not walls or doors, which will tend once more to isolate the beds too greatly.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//143/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//143/back.gif"
"144","BATHING ROOM","BUILDINGS","/100%","/80%","127, 129, 136, 137, 138, 143","71, 159, 173, 178, 191, 238","""The motions we call bathing are mere ablutions which formerly preceded the bath. The place where they are performed, though adequate for the routine, does not deserve to be called a bathroom."" -Bernard Rudofsky","Concentrate the bathing room, toilets, showers, and basins of the house in a single tiled area. Locate this bathing room beside the couple's realm - with private access - in a position half-way between the private secluded parts of the house and the common areas; if possible, give it access to the outdoors; perhaps a tiny balcony or walled garden.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//144/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//144/back.gif"
"145","BULK STORAGE","BUILDINGS","/80%","/80%","76, 80, 87, 95","117, 153, 162, 169, 215","In houses and workplaces there is always some need for bulk storage space; a place for things like suitcases, old furniture, old files, boxes - all those things which you are not ready to throw away, and yet not using everyday.","Do not leave bulk storage till last or forget it. Include a volume for bulk storage in the building - its floor area at least 15 to 20 per cent of the whole building area - not less. Place this storage somewhere in the building where it costs less than other rooms - because, of course, it doesn't need a finish.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//145/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//145/back.gif"
"146","FLEXIBLE OFFICE SPACE","BUILDINGS","/80%","/80%","80, 82, 127, 129","147, 148, 149, 152, 159, 190, 226","Is it possible to create a kind of space which is specifically tuned to the needs of people working, and yet capable of an infinite number of various arrangements and combinations within it?","Lay out the office space as wings of open space, with free standing columns around their edges, so they define half-private and common spaces opening into one another. Set down enough columns so that people can fill them in over the years, in many different ways - but always in a semipermanent fashion.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//146/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//146/back.gif"
"147","COMMUNAL EATING","BUILDINGS","/100%","/80%","75, 80, 129","139, 148, 151, 182","Without communal eating, no human group can hold together.","Give every institution and social group a place where people can eat together. Make the common meal a regular event. In particular, start a common lunch in every work place, so that a genuine meal around a common table (not out of boxes, machines, or bags) becomes an important, comfortable, and daily event with room for invited guests. In our own work group at the Center, we found this worked most beautifully when we took it in turns to cook the lunch. The lunch became an event: a gathering: something that each of us put our love and energy into, on our day to cook.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//147/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//147/back.gif"
"148","SMALL WORK GROUPS","BUILDINGS","/100%","/100%","80, 146","82, 83, 129, 146, 152, 158, 183","When more than half a dozen people work in the same place, it is essential that they not be forced to work in one huge undifferentiated space, but that instead, they can divide their workspace up, and so form smaller groups.","Break institutions into small, spatially identifiable work groups, with less than half a dozen people in each. Arrange these work groups so that each person is in at least partial view of the other members of his own group; and arrange several groups in such a way that they share a common entrance, food, office equipment, drinking fountains, bathrooms.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//148/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//148/back.gif"
"149","RECEPTION WELCOMES YOU","BUILDINGS","/80%","/80%","80, 81, 91, 130, 146","135, 150, 159, 179, 180, 181, 183, 191","Have you ever walked into a public building and been processed by the receptionist as if you were a package?","Arrange a series of welcoming things immediately inside the entrance - soft chairs, a fireplace, food, coffee. Place the reception desk so that it is not between the receptionist and the welcoming area, but to one side at an angle - so that she, or he, can get up and walk toward the people who come in, greet them, and then invite them to sit down","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//149/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//149/back.gif"
